,question,option_a,option_b,option_c,option_d,correct answer,option,subject,llama_score
22,"கொடுக்கப்பட்ட மூன்று எண்களின் பெருக்கம் 1875 மற்றும் அவற்றின் HCF 5 ஆக இருந்தால், அவற்றின் மீச்சிறு பொது மடங்கு (மீ. போ. ம) என்ன?",75,125,375,450,,0,math,1
23,"ஒரு அறையின் நீளம், அகலம் மற்றும் உயரம் முறையே 825 செ.மீ, 675 செ.மீ மற்றும் 450 செ.மீ ஆகும். அறையின் மூன்று பரிமாணங்களையும் துல்லியமாக அளவிடக்கூடிய மிக நீளமான கட்டையை கண்டுபிடிக்கவும்.",44550,14850,75,1350,,0,math,0
24,எண்கள் 18 மற்றும் 30ன் மீச்சிறு பொது மடங்கு (மீ. போ. ம) மற்றும் மீ.பெ.க விகிதத்தை கண்டுபிடிக்கவும்.,01:18:00,01:30:00,18:30:00,01:15:00,,3,math,0
25,"கார்முகிலன் மற்றும் கவிதா ஒரு வினாடி வினா போட்டியில் அளித்த பதில்களின் எண்ணிக்கை 10:11 என்ற விகிதத்தில் உள்ளது. அவர்கள் மொத்தமாக 84 புள்ளிகள் பெற்றிருந்தால், கவிதா எத்தனை புள்ளிகள் பெற்றார்?",66,55,44,40,,2,math,0
26,"ஒரு வீட்டில் நான்கு மொபைல் போன்கள் உள்ளன. காலை 5 மணி அளவில், எல்லா நான்கு மொபைல் போன்களும் ஒரே நேரத்தில் ஒலிக்கும். அதன் பின்னர், முதல் மொபைல் போன் ஒவ்வொரு 20 நிமிடத்திற்கும் ஒலிக்கும், மூன்றாவது மொபைல் போன் ஒவ்வொரு 25 நிமிடத்திற்கும் ஒலிக்கும் மற்றும் நான்காவது மொபைல் போன் ஒவ்வொரு 30 நிமிடத்திற்கும் ஒலிக்கும். எப்போது, நான்கு மொபைல் போன்களும் மீண்டும் ஒரே நேரத்தில் ஒலிக்கும்?",காலை 4 மணி,மாலை 10 மணி,காலை 10 மணி,மாலை 4 மணி,,2,math,1
27,"நாற்பது மாணவர்கள் ஒரு விடுதியில் தங்குகின்றனர். அவர்களுக்கு 30 நாட்களுக்கு சாப்பாட்டு பொருட்கள் இருந்தன. மாணவர்கள் இரட்டிப்பாகியால், அந்த சாப்பாட்டு பொருட்கள் எத்தனை நாட்கள் இருக்கும்?",15,14,13,16,,0,math,0
28,"
ஒரு புத்தக வியாபாரியிடம் 175 ஆங்கில புத்தகங்கள், 245 அறிவியல் புத்தகங்கள் மற்றும் 385 கணித புத்தகங்கள் உள்ளன. அவர் புத்தகங்களை ஒவ்வொரு பாடப்பொருளாகவும் சம அளவில் ஒரு பெட்டியில் விற்க விரும்புகிறார். அதிகபட்சம் எத்தனை பெட்டிகள் தேவைப்படும்? ஒவ்வொரு பெட்டியிலும் ஒவ்வொரு பாடப்பொருளுக்கும் எத்தனை புத்தகங்கள் இருக்கும் என்பதையும் கண்டுபிடிக்கவும்.",20,33,23,32,,2,math,0
29,"
ஒரு வயல் செங்கோண முக்கோண வடிவத்தில் உள்ளது, இதன் அடிவாயில் 25 மீட்டரும் உயரம் 20 மீட்டரும் ஆகும். சதுர மீட்டருக்கு ₹45 என்ற விகிதத்தில் வயலை சமன் செய்வதற்கான செலவை கண்டுபிடிக்கவும்.",₹ 11250,₹11200,₹11050,₹11300,,0,math,0
30,ஒரு மனிதர் ஒரு சாய் சதுரத்திற்கு நிகரான நீச்சல் குளத்தை கட்ட வேண்டியுள்ளது. ஒரு சாய்வுக்கு 13 மீட்டரும் மற்றொன்று அதற்கும் இரட்டிப்பும் ஆகும். அப்போது நீச்சல் குளத்தின் பரப்பளவை கண்டுபிடிக்கவும் மற்றும் சதுர செ.மீக்கு ரூ. 15 என்ற விகிதத்தில் தரையை சிமெண்ட் செய்வதற்கான செலவை கணக்கிடவும்.,"159 cm செ.மீ., 2535","169 செ.மீ., 2535","180 செ.மீ., 3525","199 செ.மீ., 3525",,1,math,1
31,"
ஒரு பூங்கா வட்ட வடிவில் உள்ளது. அதன் மையப் பகுதியில் குழந்தைகளுக்கான விளையாட்டுப் பொருட்கள் உள்ளன, அதைச் சுற்றி ஒரு வட்ட நடைபாதை உள்ளது. அதன் வெளிப்புற விட்டம் 10 மீட்டரும், உள்புற விட்டம் 3 மீட்டரும் ஆகும். நடைபாதையின் பரப்பளவை (சதுர மீட்டரில்) கண்டுபிடிக்கவும்.",276,286,246,256,,1,math,0
32,"அக்ஷயாவுக்கு தனது பைகளில் 2 ரூபாய் நாணயங்களும் 5 ரூபாய் நாணயங்களும் உள்ளன. அவளுக்கு மொத்தமாக 80 நாணயங்கள் ₹220 ஆக இருப்பின், அவளுக்கு ஒவ்வொரு வகையிலும் எத்தனை நாணயங்கள் இருக்கின்றன?","20,60","60,20","30,20","60,25",,3,math,0
